GeneID	KEGG	Pfam	GO
Gene00737		PF00759.18	GO:0004553,GO:0005975
Gene00738		PF00514.22	GO:0005515
Gene00739		PF04997.11	GO:0003677,GO:0003899,GO:0006351
Gene00740			
Gene00741			
Gene00742			
Gene00743			
Gene00744		PF08263.11,PF13855.5,PF00560.32,PF00560.32,PF13516.5,PF00560.32	GO:0005515
Gene00745			
Gene00746		PF00168.29,PF00168.29,PF00168.29	
Gene00747		PF00690.25,PF00122.19,PF00702.25	
Gene00748			
Gene00749			
Gene00750		PF00400.31,PF08662.10,PF08662.10,PF00400.31	GO:0005515
Gene00751		PF01717.17	GO:0003871,GO:0008270,GO:0009086
Gene00752		PF01490.17,PF03222.12	GO:0003333
Gene00753		PF00651.30,PF07707.14	GO:0005515
Gene00754			
Gene00755		PF00332.17	GO:0004553,GO:0005975
Gene00756	K07238	PF02535.21	GO:0016020,GO:0030001,GO:0046873,GO:0055085
Gene00757			
Gene00758	K11650		
Gene00759		PF15243.5	GO:0005680,GO:0090266
Gene00760			
Gene00761			
Gene00762		PF00481.20	GO:0003824
Gene00763	K22943		
Gene00764			
Gene00765			
Gene00766			
Gene00767			
Gene00768	K02115	PF00231.18	GO:0015986,GO:0045261,GO:0046933
Gene00769		PF02469.21,PF02469.21	
Gene00770		PF01344.24,PF01344.24,PF01344.24	GO:0005515
Gene00771		PF00076.21	GO:0003676
Gene00772			
Gene00773	K09286	PF00847.19	GO:0003700,GO:0006355
Gene00774			
Gene00775			
Gene00776			
Gene00777		PF00400.31,PF00400.31,PF00400.31	GO:0005515
Gene00778		PF02365.14	GO:0003677,GO:0006355
Gene00779			
Gene00780		PF00291.24	
Gene00781			
Gene00782	K08852		
Gene00783		PF02806.17	GO:0003824,GO:0005975,GO:0043169
Gene00784			
Gene00785			
Gene00786			
Gene00787	K12486		
Gene00788	K16279	PF13637.5,PF12796.6,PF13857.5,PF00023.29,PF13606.5,PF13637.5,PF00023.29	GO:0005515
Gene00789	K16279	PF00069.24,PF07714.16	GO:0004672,GO:0005524,GO:0006468
Gene00790			
Gene00791			
Gene00792		PF00481.20	GO:0003824
Gene00793			
Gene00794		PF05050.11	
Gene00795			
Gene00796			
Gene00797			
Gene00798	K05658	PF00664.22,PF00005.26,PF00005.26,PF00664.22	GO:0005524,GO:0006810,GO:0016021,GO:0016887,GO:0042626,GO:0055085
Gene00799			
Gene00800	K06630	PF00244.19	
Gene00801			
Gene00802		PF00400.31,PF10313.8	GO:0005515
Gene00803	K01800	PF02798.19,PF13417.5,PF13409.5	GO:0005515
Gene00804	K14640	PF01384.19	GO:0005315,GO:0006817,GO:0016020
Gene00805		PF01384.19	GO:0005315,GO:0006817,GO:0016020
Gene00806		PF05142.11	
Gene00807			
Gene00808		PF00635.25,PF12796.6,PF13606.5,PF12796.6,PF13637.5,PF00023.29,PF13606.5,PF13857.5,PF00023.29,PF13637.5,PF12796.6,PF13857.5,PF00023.29,PF13637.5,PF12796.6,PF12796.6,PF13637.5,PF13857.5,PF00023.29,PF13606.5,PF13637.5,PF13857.5,PF12796.6,PF13606.5,PF00023.29	GO:0005515
Gene00809			
Gene00810	K20661	PF00067.21	GO:0005506,GO:0016705,GO:0020037,GO:0055114
Gene00811			
Gene00812		PF03242.12	GO:0006950
Gene00813			
Gene00814		PF00083.23,PF07690.15	GO:0016021,GO:0022857,GO:0055085
Gene00815	K01213	PF00295.16	GO:0004650,GO:0005975
Gene00816		PF00005.26	GO:0005524,GO:0016887
Gene00817			
Gene00818		PF00067.21	GO:0005506,GO:0016705,GO:0020037,GO:0055114
Gene00819		PF14432.5	GO:0008270
Gene00820			
Gene00821	K04498	PF08214.10,PF02135.15	GO:0004402,GO:0006355,GO:0016573
Gene00822	K10903	PF04005.11	GO:0000077,GO:0030896
Gene00823			
Gene00824		PF01453.23,PF00954.19	GO:0048544
Gene00825		PF00954.19,PF08276.10,PF14295.5	GO:0048544
Gene00826			
Gene00827		PF02727.15	GO:0005507,GO:0008131,GO:0009308,GO:0048038,GO:0055114
Gene00828			
Gene00829	K12447		
Gene00830		PF00335.19	GO:0016021
Gene00831		PF00501.27	GO:0003824,GO:0008152
Gene00832			
Gene00833	K01873		
Gene00834			
Gene00835	K02865		
Gene00836	K12581	PF04857.19,PF04857.19	
Gene00837		PF00141.22	GO:0004601,GO:0006979,GO:0020037,GO:0055114
Gene00838	K00430	PF00141.22	GO:0004601,GO:0006979,GO:0020037,GO:0055114
Gene00839			
Gene00840		PF03141.15,PF08241.11	GO:0008152,GO:0008168
Gene00841		PF13639.5,PF17123.4,PF13923.5,PF00097.24,PF13445.5,PF12861.6	GO:0004842,GO:0005680,GO:0046872
Gene00842		PF05911.10,PF05911.10	
Gene00843		PF16561.4	
Gene00844			
Gene00845			
Gene00846			
Gene00847		PF00106.24,PF08659.9,PF13561.5,PF08643.9	
Gene00848		PF08670.10,PF01852.18	
Gene00849		PF00514.22,PF00514.22	GO:0005515
Gene00850			
Gene00851			
Gene00852		PF07714.16,PF00069.24	GO:0004672,GO:0005524,GO:0006468
Gene00853		PF00504.20	
Gene00854		PF00504.20	
Gene00855	K08057	PF00262.17,PF00262.17	GO:0005509,GO:0005783,GO:0006457,GO:0051082
Gene00856		PF00262.17	GO:0005509,GO:0005783,GO:0006457,GO:0051082
Gene00857			
Gene00858			
Gene00859			
Gene00860			
Gene00861		PF00642.23,PF14608.5,PF00642.23,PF00642.23,PF14608.5	GO:0046872
Gene00862			
Gene00863	K13789	PF00348.16	GO:0008299
Gene00864		PF12348.7,PF02985.21	GO:0005515
Gene00865		PF00170.20,PF07716.14	GO:0003700,GO:0006355
Gene00866		PF00501.27,PF13193.5	GO:0003824,GO:0008152
Gene00867		PF13306.5	
Gene00868			
Gene00869	K02214	PF00069.24	GO:0004672,GO:0005524,GO:0006468
Gene00870			
Gene00871			
Gene00872			
Gene00873		PF00485.17	GO:0005524,GO:0008152,GO:0016301
Gene00874			
Gene00875			
Gene00876			
Gene00877		PF04749.16	
Gene00878	K06013	PF01435.17	GO:0004222,GO:0006508
Gene00879		PF01582.19,PF13676.5,PF00931.21	GO:0005515,GO:0007165,GO:0043531
Gene00880			
Gene00881	K14972	PF16987.4	GO:0003712,GO:0006355
Gene00882		PF14228.5	
Gene00883		PF13041.5,PF01535.19,PF01535.19,PF12854.6,PF13812.5,PF13041.5,PF01535.19,PF12854.6,PF01535.19,PF01535.19	
Gene00884		PF00069.24,PF07714.16	GO:0004672,GO:0005524,GO:0006468
Gene00885	K12591	PF00570.22	GO:0003676,GO:0005622
Gene00886		PF08246.11,PF00112.22,PF00396.17	GO:0006508,GO:0008234
Gene00887		PF03255.13	GO:0003989,GO:0006633,GO:0009317
Gene00888			
Gene00889		PF16940.4	
Gene00890			
Gene00891		PF03169.14	GO:0055085
Gene00892			
Gene00893	K11643	PF04851.14,PF00176.22,PF00271.30	GO:0003677,GO:0005524,GO:0016787
Gene00894			
Gene00895			
Gene00896			
Gene00897		PF05678.13	
Gene00898		PF00847.19	GO:0003700,GO:0006355
Gene00899		PF13041.5,PF13812.5,PF01535.19,PF01535.19,PF13041.5,PF12854.6,PF01535.19,PF13812.5,PF01535.19,PF13041.5,PF13812.5,PF01535.19,PF01535.19,PF01535.19,PF14432.5	GO:0008270
Gene00900			
Gene00901			
Gene00902			
Gene00903	K17973	PF09797.8	
Gene00904			
Gene00905		PF12043.7,PF12043.7	
Gene00906	K10581	PF00179.25	
Gene00907		PF00179.25	
Gene00908			
Gene00909			
Gene00910			
Gene00911			
Gene00912	K15814	PF00067.21	GO:0005506,GO:0016705,GO:0020037,GO:0055114
Gene00913		PF01453.23,PF00954.19,PF07714.16,PF00069.24	GO:0004672,GO:0005524,GO:0006468,GO:0048544
Gene00914		PF07714.16,PF00069.24	GO:0004672,GO:0005524,GO:0006468
Gene00915		PF11255.7	
Gene00916		PF00412.21,PF00412.21	
Gene00917			
Gene00918	K17479		
Gene00919			
Gene00920			
Gene00921	K10879		
Gene00922		PF06232.10,PF01477.22	GO:0005515
Gene00923		PF00515.27,PF13176.5,PF13181.5,PF13432.5,PF13174.5	GO:0005515
Gene00924	K03426		
Gene00925		PF00623.19,PF04983.17	GO:0003677,GO:0003899,GO:0006351
Gene00926			
Gene00927			
Gene00928		PF00838.16	
Gene00929			
Gene00930	K01307	PF07722.12	GO:0016787
Gene00931		PF01535.19,PF13041.5,PF12854.6,PF13812.5,PF01535.19,PF01535.19,PF13041.5,PF12854.6,PF01535.19,PF12854.6,PF01535.19,PF01535.19,PF13041.5	
Gene00932		PF13812.5,PF01535.19,PF01535.19	
Gene00933			
Gene00934		PF04601.12	
Gene00935		PF04111.11	GO:0006914
Gene00936		PF00646.32	GO:0005515
Gene00937		PF00646.32	GO:0005515
Gene00938		PF07714.16,PF00069.24,PF11883.7	GO:0004672,GO:0004674,GO:0005524,GO:0006468
Gene00939		PF00069.24,PF07714.16,PF11883.7	GO:0004672,GO:0004674,GO:0005524,GO:0006468
Gene00940		PF10250.8	
Gene00941		PF07002.15,PF13920.5	
Gene00942		PF07250.10	
Gene00943	K15075	PF14500.5	
Gene00944			
Gene00945			
Gene00946		PF05701.10	
Gene00947			
Gene00948		PF00514.22,PF00514.22,PF00514.22	GO:0005515
Gene00949	K19045		
Gene00950			
Gene00951		PF05056.11	
Gene00952		PF01612.19	GO:0003676,GO:0006139,GO:0008408
Gene00953		PF16864.4,PF08100.10	GO:0046983
Gene00954		PF16864.4,PF08100.10	GO:0046983
Gene00955			
Gene00956			
Gene00957		PF00067.21	GO:0005506,GO:0016705,GO:0020037,GO:0055114
Gene00958		PF00067.21	GO:0005506,GO:0016705,GO:0020037,GO:0055114
Gene00959	K00573	PF01135.18,PF06325.12,PF13847.5	
Gene00960			
Gene00961	K01933	PF00586.23,PF02769.21	
Gene00962	K13946	PF01490.17	
Gene00963		PF13589.5	
Gene00964		PF04783.11,PF04782.11	
Gene00965			
Gene00966		PF00582.25	GO:0006950
Gene00967	K22855		
Gene00968		PF14368.5,PF00234.21	
Gene00969			
Gene00970		PF02985.21	GO:0005515
Gene00971		PF00139.18,PF00069.24,PF07714.16	GO:0004672,GO:0005524,GO:0006468,GO:0030246
Gene00972			
Gene00973	K03787	PF01975.16	GO:0016787
Gene00974			
Gene00975			
Gene00976			
Gene00977		PF04535.11	
Gene00978		PF01535.19,PF01535.19,PF01535.19	
Gene00979		PF01453.23,PF00954.19,PF07714.16,PF00069.24	GO:0004672,GO:0005524,GO:0006468,GO:0048544
Gene00980	K02871	PF00572.17	GO:0003735,GO:0005840,GO:0006412
Gene00981			
Gene00982		PF12937.6,PF13516.5	GO:0005515
Gene00983			
Gene00984			
Gene00985		PF12765.6,PF02985.21	GO:0005515
Gene00986		PF00514.22,PF00514.22,PF00514.22	GO:0005515
Gene00987	K00276	PF02728.15,PF01179.19	GO:0005507,GO:0008131,GO:0009308,GO:0048038,GO:0055114
Gene00988		PF00646.32	GO:0005515
Gene00989			
Gene00990			
Gene00991			
Gene00992		PF07983.12	
Gene00993	K11672	PF00022.18	
Gene00994		PF14929.5,PF13432.5	
Gene00995	K00430	PF00141.22	GO:0004601,GO:0006979,GO:0020037,GO:0055114
Gene00996		PF07650.16	GO:0003723
Gene00997		PF00646.32,PF12937.6	GO:0005515
Gene00998		PF13812.5,PF12854.6,PF13041.5,PF01535.19,PF12854.6,PF01535.19,PF17177.3,PF13812.5,PF12854.6,PF01535.19,PF12854.6,PF13041.5,PF01535.19,PF12854.6,PF13041.5,PF01535.19,PF17177.3,PF13812.5,PF12854.6,PF01535.19,PF13041.5,PF13812.5,PF12854.6,PF13041.5,PF01535.19,PF13812.5,PF12854.6,PF13041.5,PF01535.19,PF17177.3,PF12854.6,PF13041.5,PF01535.19,PF13812.5,PF12854.6,PF13041.5,PF01535.19,PF12854.6,PF13041.5,PF01535.19,PF13812.5,PF12854.6,PF13041.5,PF01535.19,PF12854.6,PF01535.19	
Gene00999		PF01740.20	
Gene01000			
Gene01001			
Gene01002		PF03016.14	
Gene01003		PF00400.31,PF00400.31	GO:0005515
Gene01004			
Gene01005	K08134	PF13640.5,PF13661.5	GO:0016491,GO:0055114
Gene01006			
Gene01007	K03283	PF00012.19,PF06723.12,PF10712.8	GO:0000902
Gene01008			
Gene01009	K01724	PF01329.18	GO:0006729,GO:0008124
Gene01010			
Gene01011	K13110	PF06991.10	
Gene01012			
Gene01013			
Gene01014		PF02362.20	GO:0003677
Gene01015			
Gene01016			
Gene01017		PF01535.19,PF13041.5,PF01535.19,PF13041.5,PF12854.6,PF01535.19,PF01535.19,PF13041.5,PF01535.19,PF01535.19,PF01535.19,PF13041.5,PF01535.19,PF01535.19,PF01535.19,PF01535.19	
Gene01018			
Gene01019		PF12776.6	
Gene01020			
Gene01021		PF00657.21	GO:0016788
Gene01022	K11789		
Gene01023	K11789		
Gene01024			
Gene01025			
Gene01026		PF12854.6,PF13812.5,PF13041.5,PF01535.19,PF12854.6,PF13041.5,PF01535.19,PF01535.19,PF01535.19	
Gene01027			
Gene01028			
Gene01029		PF12874.6,PF12874.6	
Gene01030			
Gene01031		PF11891.7	
Gene01032			
Gene01033		PF01603.19	GO:0000159,GO:0007165,GO:0019888
Gene01034			
Gene01035		PF01582.19,PF13676.5,PF00931.21	GO:0005515,GO:0007165,GO:0043531
Gene01036		PF01582.19,PF13676.5	GO:0005515,GO:0007165
Gene01037		PF00614.21	GO:0003824
Gene01038		PF03909.16	
Gene01039		PF03000.13	
Gene01040	K05925	PF05063.13	GO:0006139,GO:0008168
Gene01041		PF00083.23,PF07690.15,PF13347.5,PF00083.23	GO:0016021,GO:0022857,GO:0055085
Gene01042		PF00561.19,PF12697.6,PF12146.7	
Gene01043		PF05701.10	
Gene01044			
Gene01045		PF03765.14,PF00650.19	
Gene01046			
Gene01047			
Gene01048			
Gene01049		PF00407.18	GO:0006952,GO:0009607
Gene01050			
Gene01051			
Gene01052			
Gene01053			
Gene01054		PF07839.10	GO:0005516
Gene01055			
Gene01056			
Gene01057			
Gene01058		PF02423.14,PF01488.19	
Gene01059		PF05843.13	GO:0005634,GO:0006397
Gene01060	K00430	PF00141.22	GO:0004601,GO:0006979,GO:0020037,GO:0055114
Gene01061	K02689	PF00223.18	GO:0009522,GO:0009579,GO:0015979,GO:0016021
Gene01062		PF13837.5,PF10545.8	
Gene01063			
Gene01064		PF00076.21,PF00076.21	GO:0003676
Gene01065	K04354	PF00400.31	GO:0005515
Gene01066			
Gene01067			
Gene01068			
Gene01069	K15208	PF09808.8	
Gene01070			
Gene01071			
Gene01072	K08869	PF06176.10	
Gene01073		PF03801.12	
Gene01074			
Gene01075			
Gene01076			
Gene01077	K13457	PF00931.21	GO:0043531
Gene01078		PF01535.19,PF13041.5,PF01535.19,PF13812.5,PF01535.19,PF13041.5,PF12854.6,PF01535.19,PF13041.5,PF01535.19,PF13812.5,PF13812.5,PF01535.19,PF13041.5,PF13812.5,PF01535.19,PF01535.19,PF01535.19,PF01535.19,PF14432.5	GO:0008270
Gene01079			
Gene01080		PF00082.21	
Gene01081		PF05922.15,PF00082.21	GO:0004252,GO:0006508
Gene01082	K00799	PF02798.19,PF13417.5,PF13409.5,PF00043.24,PF13410.5	GO:0005515
Gene01083		PF02485.20	GO:0008375,GO:0016020
Gene01084		PF03181.14	
Gene01085		PF10184.8	
Gene01086	K01652	PF02776.17,PF00205.21,PF02775.20	GO:0000287,GO:0003824,GO:0030976
Gene01087			
Gene01088			
Gene01089			
Gene01090		PF01582.19,PF00931.21	GO:0005515,GO:0007165,GO:0043531
Gene01091			
Gene01092			
Gene01093	K01183	PF00704.27,PF08263.11	GO:0005975
Gene01094			
Gene01095			
Gene01096			
Gene01097			
Gene01098			
Gene01099		PF00806.18,PF00806.18,PF00806.18,PF00806.18,PF00806.18	GO:0003723
Gene01100		PF07714.16,PF00069.24	GO:0004672,GO:0005524,GO:0006468
Gene01101			
Gene01102			
Gene01103		PF05553.10	
Gene01104		PF07911.12	
Gene01105		PF13837.5	
Gene01106			
Gene01107		PF03181.14	
Gene01108	K02927	PF11976.7,PF00240.22,PF14560.5,PF13881.5,PF01020.16	GO:0003735,GO:0005515,GO:0005840,GO:0006412
Gene01109		PF13507.5	
Gene01110			
Gene01111		PF01061.23,PF12698.6	GO:0016020
Gene01112	K15634	PF00300.21	
Gene01113		PF00300.21	
Gene01114		PF03789.12,PF05920.10,PF00046.28	GO:0003677,GO:0006355
Gene01115	K10400	PF16796.4,PF00225.22	GO:0003777,GO:0005524,GO:0007018,GO:0008017
Gene01116		PF00069.24,PF07714.16	GO:0004672,GO:0005524,GO:0006468
Gene01117			
Gene01118		PF00999.20	GO:0006812,GO:0015299,GO:0016021,GO:0055085
Gene01119		PF00294.23	
Gene01120	K10754	PF08519.11	GO:0003689,GO:0005524,GO:0005663,GO:0006260
Gene01121			
Gene01122			
Gene01123		PF05701.10	
Gene01124		PF01754.15	GO:0003677,GO:0008270
Gene01125			
Gene01126		PF03478.17	
Gene01127	K03845	PF05208.12,PF05208.12	GO:0005783,GO:0016021,GO:0016758
Gene01128			
Gene01129		PF03195.13	
Gene01130		PF03358.14,PF02525.16	GO:0016491
Gene01131			
Gene01132			
Gene01133			
Gene01134			
Gene01135			
Gene01136		PF00076.21,PF13893.5,PF00076.21	GO:0003676
Gene01137		PF07839.10	GO:0005516
Gene01138		PF10431.8	
Gene01139		PF00400.31,PF00400.31	GO:0005515
Gene01140			
Gene01141		PF16135.4	
Gene01142		PF00004.28,PF05496.11	GO:0005524,GO:0006281,GO:0006310,GO:0009378
Gene01143		PF16205.4,PF00366.19	GO:0003735,GO:0005622,GO:0005840,GO:0006412
Gene01144			
Gene01145		PF01764.24	GO:0006629
Gene01146		PF00085.19	GO:0045454
Gene01147	K10664		
Gene01148		PF14576.5	
Gene01149		PF02902.18	GO:0006508,GO:0008234
Gene01150			
Gene01151		PF10225.8	
Gene01152			
Gene01153			
Gene01154		PF00069.24,PF07714.16	GO:0004672,GO:0005524,GO:0006468
Gene01155			
Gene01156			
Gene01157		PF00271.30	
Gene01158		PF00860.19,PF00860.19	GO:0005215,GO:0006810,GO:0016020,GO:0055085
Gene01159	K11293	PF00400.31,PF00400.31,PF12894.6,PF00400.31,PF00400.31,PF00400.31	GO:0005515
Gene01160			
Gene01161		PF13920.5	
Gene01162			
Gene01163			
Gene01164		PF04193.13	
Gene01165	K17680		
Gene01166			
Gene01167		PF04910.13	
Gene01168		PF13439.5,PF13579.5,PF00534.19,PF13692.5,PF13524.5	
Gene01169	K02377	PF04321.16,PF01370.20,PF16363.4	GO:0003824,GO:0050662
Gene01170	K11323	PF12937.6,PF00646.32	GO:0005515
Gene01171		PF00197.17	GO:0004866
Gene01172			
Gene01173		PF14555.5,PF02809.19,PF02809.19	
Gene01174			
Gene01175			
Gene01176			
Gene01177	K19373		
Gene01178			
Gene01179	K09590	PF00067.21	
Gene01180			
Gene01181			
Gene01182		PF04811.14	GO:0006886,GO:0006888,GO:0030127
Gene01183			
Gene01184		PF00664.22	GO:0005524,GO:0006810,GO:0016021,GO:0042626,GO:0055085
Gene01185		PF00646.32	GO:0005515
Gene01186			
Gene01187	K22684	PF00656.21	
Gene01188			
Gene01189		PF01061.23,PF00005.26	GO:0016020
Gene01190			
Gene01191		PF02364.14	GO:0000148,GO:0003843,GO:0006075,GO:0016020
Gene01192	K14498	PF00069.24,PF07714.16	GO:0004672,GO:0005524,GO:0006468
Gene01193	K14496	PF10604.8	
Gene01194		PF01535.19,PF01535.19,PF17177.3,PF13812.5,PF13041.5,PF12854.6,PF01535.19,PF13812.5,PF12854.6,PF01535.19,PF12854.6,PF13812.5,PF13041.5,PF01535.19,PF13812.5,PF12854.6,PF13041.5,PF01535.19,PF13812.5,PF12854.6,PF13041.5,PF01535.19,PF17177.3,PF01535.19,PF13812.5,PF12854.6,PF13041.5,PF01535.19,PF12854.6,PF13041.5,PF01535.19	
Gene01195	K01512	PF00708.17	
Gene01196		PF02390.16	GO:0006400,GO:0008176
Gene01197		PF03092.15	GO:0006810,GO:0016021
Gene01198	K16298	PF00450.21,PF00450.21	GO:0004185,GO:0006508
Gene01199		PF07281.11	
Gene01200			
Gene01201		PF00612.26	GO:0005515
Gene01202			
Gene01203	K23047		
Gene01204			
Gene01205		PF00651.30	GO:0005515
Gene01206		PF00171.21	GO:0008152,GO:0016491,GO:0055114
Gene01207		PF08627.9	
Gene01208	K04718	PF00781.23	GO:0016301
Gene01209	K14793	PF00400.31,PF00400.31	GO:0005515
Gene01210			
Gene01211	K12619		
Gene01212			
Gene01213			
Gene01214		PF02338.18	
Gene01215			
Gene01216		PF01657.16,PF01657.16	
Gene01217			
Gene01218			
Gene01219			
Gene01220	K21444	PF00013.28,PF07650.16,PF00013.28,PF00013.28	GO:0003723
Gene01221		PF14547.5,PF00234.21,PF14368.5	
Gene01222			
Gene01223	K10581	PF00179.25	
Gene01224			
Gene01225	K00121	PF08240.11	GO:0055114
Gene01226		PF01467.25	GO:0003824,GO:0009058
Gene01227		PF00076.21	GO:0003676
Gene01228		PF00004.28,PF05496.11,PF07728.13,PF07724.13	GO:0005524,GO:0006281,GO:0006310,GO:0009378,GO:0016887
Gene01229		PF00079.19	
Gene01230			
Gene01231			
Gene01232			
Gene01233		PF00067.21	GO:0005506,GO:0016705,GO:0020037,GO:0055114
Gene01234		PF00249.30,PF13921.5	
Gene01235		PF02485.20	GO:0008375,GO:0016020
Gene01236		PF08276.10	
Gene01237		PF00954.19,PF08276.10	GO:0048544
Gene01238			
Gene01239		PF02365.14	GO:0003677,GO:0006355
Gene01240			
Gene01241			
Gene01242			
Gene01243			
Gene01244	K05857	PF00168.29,PF00388.18	
Gene01245			
Gene01246		PF11721.7,PF12819.6,PF12819.6,PF11721.7	
Gene01247		PF14009.5	
Gene01248		PF03552.13	GO:0016020,GO:0016760,GO:0030244
Gene01249			
Gene01250			
Gene01251			
Gene01252		PF02178.18,PF02178.18,PF03479.14	GO:0003677
Gene01253		PF00294.23	
Gene01254		PF00389.29,PF02826.18,PF00670.20,PF07991.11	GO:0008152,GO:0016616,GO:0051287,GO:0055114
Gene01255		PF16909.4	
Gene01256		PF00664.22	GO:0005524,GO:0006810,GO:0016021,GO:0042626,GO:0055085
Gene01257			
Gene01258			
Gene01259		PF00197.17	GO:0004866
Gene01260	K09540	PF02889.15	
Gene01261		PF00198.22	GO:0008152,GO:0016746
Gene01262			
Gene01263	K10389		
Gene01264			
Gene01265			
Gene01266			
Gene01267	K15902		
Gene01268		PF08879.9	
Gene01269			
Gene01270		PF10712.8,PF07693.13,PF00931.21	
Gene01271			
Gene01272		PF00249.30	
Gene01273			
Gene01274		PF00610.20,PF04784.13	GO:0035556
Gene01275		PF13966.5	
Gene01276			
Gene01277			
Gene01278			
Gene01279	K14498	PF00069.24,PF07714.16	GO:0004672,GO:0005524,GO:0006468
Gene01280			
Gene01281			
Gene01282			
Gene01283			
Gene01284		PF02671.20,PF02671.20	GO:0006355
Gene01285			
Gene01286		PF12043.7,PF12043.7	
Gene01287		PF00400.31,PF00400.31	GO:0005515
Gene01288		PF01702.17	GO:0006400,GO:0016763
Gene01289		PF03168.12	
Gene01290			
Gene01291		PF10167.8	
Gene01292		PF00069.24,PF07714.16	GO:0004672,GO:0005524,GO:0006468
Gene01293			
Gene01294			
Gene01295		PF00010.25	GO:0046983
Gene01296			
Gene01297	K18404	PF08585.11,PF08585.11	
Gene01298		PF00320.26	GO:0003700,GO:0006355,GO:0008270,GO:0043565
Gene01299			
Gene01300			
Gene01301			
Gene01302			
Gene01303			
Gene01304	K08486	PF00804.24	GO:0016020
Gene01305			
Gene01306			
Gene01307		PF02362.20	GO:0003677
Gene01308			
Gene01309	K18170		
Gene01310			
Gene01311		PF14416.5	
Gene01312		PF13456.5	
Gene01313			
Gene01314		PF03141.15	GO:0008168
Gene01315			
Gene01316		PF00646.32,PF12937.6	GO:0005515
Gene01317			
Gene01318		PF13839.5	
Gene01319		PF05617.10	
Gene01320	K14307		
Gene01321		PF00270.28,PF00271.30	GO:0003676,GO:0005524
Gene01322		PF12023.7	
Gene01323		PF03159.17	GO:0003676,GO:0004527
Gene01324	K22530	PF05496.11,PF00004.28,PF07728.13	GO:0005524,GO:0006281,GO:0006310,GO:0009378,GO:0016887
Gene01325		PF00664.22	GO:0005524,GO:0006810,GO:0016021,GO:0042626,GO:0055085
Gene01326	K09285		
Gene01327			
Gene01328	K21971	PF01472.19	GO:0003723
Gene01329	K12392	PF01602.19,PF12717.6,PF02985.21	GO:0005515,GO:0006886,GO:0016192,GO:0030117
Gene01330	K01087	PF02358.15	GO:0003824,GO:0005992
Gene01331	K15893	PF00389.29,PF02826.18,PF02826.18	GO:0008152,GO:0016616,GO:0051287,GO:0055114
Gene01332	K10838		
Gene01333		PF00022.18	
Gene01334		PF02883.19,PF02296.15	GO:0006886,GO:0016192,GO:0030131
Gene01335			
Gene01336	K22522	PF03641.13	
Gene01337		PF08879.9	
Gene01338		PF00152.19	GO:0000166,GO:0004812,GO:0005524,GO:0006418
Gene01339		PF00571.27,PF00571.27	
Gene01340		PF03435.17	GO:0016491,GO:0055114
Gene01341			
Gene01342			
Gene01343			
Gene01344			
Gene01345			
Gene01346			
Gene01347			
Gene01348	K20102	PF04146.14	GO:0003723
Gene01349		PF10186.8	GO:0010508
Gene01350			
Gene01351			
Gene01352			
Gene01353		PF01370.20,PF05368.12,PF02719.14,PF01073.18,PF16363.4,PF07993.11,PF13460.5	GO:0003824,GO:0003854,GO:0006694,GO:0016616,GO:0050662,GO:0055114
Gene01354		PF05915.11	
Gene01355	K07765		
Gene01356		PF13637.5,PF12796.6,PF00023.29,PF00023.29	GO:0005515
Gene01357			
Gene01358		PF00406.21,PF13207.5,PF05191.13	GO:0004017
Gene01359			
Gene01360			
Gene01361		PF10250.8	
Gene01362	K02952	PF00416.21	GO:0003723,GO:0003735,GO:0005622,GO:0005840,GO:0006412
Gene01363		PF00069.24,PF07714.16,PF08263.11	GO:0004672,GO:0005524,GO:0006468
Gene01364			
Gene01365		PF05600.11	
Gene01366		PF02458.14	GO:0016747
Gene01367			
Gene01368			
Gene01369			
Gene01370			
Gene01371		PF08263.11,PF13855.5,PF00560.32,PF00069.24,PF07714.16	GO:0004672,GO:0005515,GO:0005524,GO:0006468
Gene01372		PF00646.32	GO:0005515
Gene01373		PF03168.12	
Gene01374		PF00954.19,PF08276.10,PF00069.24,PF07714.16	GO:0004672,GO:0005524,GO:0006468,GO:0048544
Gene01375			
Gene01376		PF00150.17	GO:0004553,GO:0005975
Gene01377		PF07707.14	
Gene01378	K10577	PF00179.25	
Gene01379		PF02519.13	GO:0009733
Gene01380	K12872		
Gene01381	K02951	PF01248.25	
Gene01382		PF02221.14	
Gene01383			
Gene01384		PF13516.5,PF00560.32	GO:0005515
Gene01385	K01520	PF00692.18	
Gene01386			
Gene01387	K13127	PF00642.23,PF14608.5,PF13920.5,PF00097.24	GO:0046872
Gene01388			
